symbol,tp_atr,sl_atr,conf_floor,trades,win_rate,profit_factor,expectancy_atr,total_return_percent
PENDLEUSDT,2.0,1.0,0.44,57,0.386,0.3213374871012813,-1.4917,-140.03
PENDLEUSDT,2.0,1.0,0.48,25,0.56,0.7956835378083614,-0.286,-11.37
PENDLEUSDT,2.0,1.0,0.52,10,0.6,1.014182517601261,-0.8445,0.29
PENDLEUSDT,2.0,1.0,0.56,2,0.5,1.934028537879448,0.5399,2.95
PENDLEUSDT,2.0,1.5,0.36,1337,0.4233,0.7411773590411751,-0.2598,-529.27
PENDLEUSDT,2.0,1.5,0.4,1186,0.446,0.8011810528658918,-0.1888,-343.22
PENDLEUSDT,2.0,1.5,0.44,625,0.4512,0.6638303998059659,-0.3436,-330.45
PENDLEUSDT,2.0,1.5,0.48,166,0.4096,0.4183405942417458,-1.0389,-260.07
PENDLEUSDT,2.0,1.5,0.52,43,0.5116,0.43560576176301735,-1.2972,-90.93
PENDLEUSDT,2.0,1.5,0.56,13,0.6154,1.045703161942719,-0.4105,1.14
PENDLEUSDT,2.5,1.0,0.36,627,0.3604,0.6956443174582059,-0.3277,-296.55
PENDLEUSDT,2.5,1.0,0.4,168,0.3512,0.4193742779429512,-0.9969,-267.46
PENDLEUSDT,2.5,1.0,0.44,56,0.375,0.3444951938116252,-1.6496,-158.81
PENDLEUSDT,2.5,1.0,0.48,25,0.56,1.0259617286756553,-0.0263,1.44
PENDLEUSDT,2.5,1.0,0.52,10,0.6,1.3290553203572752,-0.5448,6.73
PENDLEUSDT,2.5,1.0,0.56,2,0.5,2.3741833913577706,0.7897,4.34
PENDLEUSDT,3.0,1.0,0.36,22,0.5,0.941879367078595,-1.5793,-3.02
PENDLEUSDT,3.0,1.0,0.4,6,0.6667,1.2179374988307576,0.5334,1.84
PENDLEUSDT,3.0,1.0,0.44,3,0.6667,17.195462453952214,0.849,3.77
PENDLEUSDT,3.0,1.5,0.36,168,0.381,0.39626531511123686,-1.1962,-298.15
PENDLEUSDT,3.0,1.5,0.4,41,0.6098,1.0327620109456606,-0.7581,3.0
PENDLEUSDT,3.0,1.5,0.44,15,0.5333,0.4275644934250614,-4.2121,-38.67
PENDLEUSDT,3.0,1.5,0.48,6,0.6667,0.1862797303649972,-4.9884,-34.09
PENDLEUSDT,3.0,1.5,0.52,1,0.0,0.0,-0.3421,-0.23
PENDLEUSDT,4.0,1.5,0.36,17,0.6471,1.6138949257831445,-1.1817,27.22
PENDLEUSDT,4.0,1.5,0.4,3,0.6667,0.7517663712084931,-1.5737,-2.98
PENDLEUSDT,4.0,1.5,0.44,1,0.0,0.0,-0.1456,-0.17
PEPEUSDT,1.5,1.0,0.36,1861,0.4143,0.7355419193127267,-0.197,-578.7
PEPEUSDT,1.5,1.0,0.4,1716,0.4114,0.7106485843608399,-0.2135,-591.22
PEPEUSDT,1.5,1.0,0.44,606,0.4373,0.6585483621790488,-0.2821,-296.97
PEPEUSDT,1.5,1.0,0.48,163,0.5031,0.5959507532436441,-0.4366,-135.96
PEPEUSDT,1.5,1.0,0.52,58,0.431,0.2990057476913135,-1.3648,-138.58
PEPEUSDT,1.5,1.0,0.56,30,0.3667,0.11740878673465611,-2.7045,-164.05
PEPEUSDT,2.0,1.0,0.36,661,0.3767,0.6182405943890571,-0.345,-407.73
PEPEUSDT,2.0,1.0,0.4,196,0.4745,0.603104702077838,-0.5043,-170.85
PEPEUSDT,2.0,1.0,0.44,64,0.5312,0.5929579807056429,-0.7049,-72.69
PEPEUSDT,2.0,1.0,0.48,27,0.3333,0.2125081277005879,-1.4978,-98.43
PEPEUSDT,2.0,1.0,0.52,8,0.375,0.16317398108928702,-2.602,-52.12
PEPEUSDT,2.0,1.0,0.56,3,0.6667,0.29038188733029463,-2.5887,-23.86
PEPEUSDT,2.0,1.5,0.36,1101,0.4432,0.790231231017971,-0.1898,-347.53
PEPEUSDT,2.0,1.5,0.4,972,0.4619,0.8438904655779943,-0.1426,-226.06
PEPEUSDT,2.0,1.5,0.44,522,0.4732,0.7603870420677377,-0.2494,-215.3
PEPEUSDT,2.0,1.5,0.48,153,0.5556,0.6515278819901968,-0.4476,-126.44
PEPEUSDT,2.0,1.5,0.52,49,0.5306,0.4027616629204875,-1.8429,-133.46
PEPEUSDT,2.0,1.5,0.56,22,0.4091,0.27170499206829396,-1.9291,-95.12
PEPEUSDT,2.5,1.0,0.36,580,0.3397,0.6372476824529608,-0.3393,-363.49
PEPEUSDT,2.5,1.0,0.4,175,0.4343,0.6392687496992876,-0.5371,-155.28
PEPEUSDT,2.5,1.0,0.44,57,0.5088,0.7282312835304338,-0.4863,-44.8
PEPEUSDT,2.5,1.0,0.48,27,0.2963,0.25329575284823846,-1.3298,-91.18
PEPEUSDT,2.5,1.0,0.52,8,0.5,0.22614213508750103,-2.3281,-47.7
PEPEUSDT,2.5,1.0,0.56,3,0.6667,0.36063416798003717,-2.2557,-21.5
PEPEUSDT,3.0,1.0,0.36,19,0.2632,0.21522635959896283,-3.3341,-103.53
PEPEUSDT,3.0,1.0,0.4,6,0.8333,0.4436806456847289,-1.7099,-23.8
PEPEUSDT,3.0,1.0,0.44,3,1.0,,1.7094,8.84
PEPEUSDT,3.0,1.0,0.48,0,0.0,,0.0,0.0
PEPEUSDT,3.0,1.5,0.36,132,0.4621,0.7663513790928078,-0.4544,-76.58
PEPEUSDT,3.0,1.5,0.4,53,0.4528,0.49732164335940937,-0.9789,-107.51
PEPEUSDT,3.0,1.5,0.44,19,0.4737,0.23119977869621744,-3.6886,-142.68
PEPEUSDT,3.0,1.5,0.48,5,0.4,0.07204647717771837,-14.0981,-116.3
PEPEUSDT,3.0,1.5,0.52,3,0.6667,0.11516854344853378,-7.0463,-37.85
PEPEUSDT,3.0,1.5,0.56,1,1.0,,0.2575,0.69
PEPEUSDT,4.0,1.5,0.36,17,0.4706,0.29566413667789126,-3.1012,-114.02
PEPEUSDT,4.0,1.5,0.4,4,0.5,0.10038588120356431,-7.9223,-76.94
PEPEUSDT,4.0,1.5,0.44,2,0.0,0.0,-11.0624,-58.43
PEPEUSDT,4.0,1.5,0.48,0,0.0,,0.0,0.0
PROMUSDT,1.5,1.0,0.36,1996,0.3943,0.6879364329175592,-0.2764,-820.04
PROMUSDT,1.5,1.0,0.4,1818,0.3889,0.6444955670008998,-0.2913,-879.06
PROMUSDT,1.5,1.0,0.44,719,0.3713,0.4986665563645697,-0.5926,-726.42
PROMUSDT,1.5,1.0,0.48,303,0.3696,0.38748865510278097,-1.0351,-531.27
PROMUSDT,1.5,1.0,0.52,118,0.3644,0.2611548714410254,-2.0123,-419.22
PROMUSDT,1.5,1.0,0.56,57,0.4737,0.42263533201128156,-1.8254,-140.79
PROMUSDT,2.0,1.0,0.36,777,0.3591,0.6430806336545933,-0.3945,-487.18
PROMUSDT,2.0,1.0,0.4,288,0.3542,0.4194221890971242,-0.8085,-459.64
PROMUSDT,2.0,1.0,0.44,119,0.3277,0.3076572913715848,-2.1145,-370.17
PROMUSDT,2.0,1.0,0.48,55,0.2909,0.2382881241259032,-2.3957,-257.29
PROMUSDT,2.0,1.0,0.52,92,,,,
PROMUSDT,2.0,1.0,0.56,6,0.3333,0.2844007295844212,-1.6949,-51.6
PROMUSDT,2.0,1.5,0.36,1215,0.4107,0.728609464443418,-0.3301,-569.96
PROMUSDT,2.0,1.5,0.4,1088,0.432,0.7869082679751513,-0.2728,-390.73
PROMUSDT,2.0,1.5,0.44,617,0.436,0.6948183632888548,-0.3865,-366.31
PROMUSDT,2.0,1.5,0.48,246,0.4146,0.4954190950835525,-0.9516,-367.07
PROMUSDT,2.0,1.5,0.52,101,0.3861,0.359974437229011,-1.8458,-306.58
PROMUSDT,2.0,1.5,0.56,46,0.2609,0.15420573330978585,-5.6086,-444.24
PROMUSDT,2.5,1.0,0.36,665,0.3308,0.6712010143212308,-0.4069,-420.85
PROMUSDT,2.5,1.0,0.4,261,0.3103,0.456948165189403,-0.892,-423.23
PROMUSDT,2.5,1.0,0.44,114,0.2982,0.36402164660471864,-1.6736,-323.61
PROMUSDT,2.5,1.0,0.48,48,0.3333,0.2830821909478018,-1.4109,-218.21
PROMUSDT,2.5,1.0,0.52,92,,,,
PROMUSDT,2.5,1.0,0.56,6,0.3333,0.38710546527512835,-1.5284,-44.19
PROMUSDT,3.0,1.0,0.36,45,0.2,0.17151484736326064,-2.4412,-237.48
PROMUSDT,3.0,1.0,0.4,17,0.4706,0.28805110976354287,-0.7456,-86.15
PROMUSDT,3.0,1.0,0.44,6,0.3333,0.06051893357557553,-2.7571,-47.63
PROMUSDT,3.0,1.0,0.48,0,0.0,,0.0,0.0
PROMUSDT,3.0,1.0,0.52,0,0.0,,0.0,0.0
PROMUSDT,3.0,1.5,0.36,213,0.3474,0.49777839813726754,-1.2017,-341.74
PROMUSDT,3.0,1.5,0.4,90,0.3,0.26443752671372467,-2.7202,-331.79
PROMUSDT,3.0,1.5,0.44,39,0.3077,0.141800436920822,-4.5382,-293.14
PROMUSDT,3.0,1.5,0.48,74,,,,
PROMUSDT,3.0,1.5,0.52,5,0.6,0.04778055887611645,-27.2894,-119.06
PROMUSDT,3.0,1.5,0.56,0,0.0,,0.0,0.0
PROMUSDT,4.0,1.5,0.36,36,0.25,0.15565952584975076,-4.2399,-326.52
PROMUSDT,4.0,1.5,0.4,13,0.5385,0.44180891150360374,-1.5105,-61.41
PROMUSDT,4.0,1.5,0.44,16,,,,
PROMUSDT,4.0,1.5,0.48,0,0.0,,0.0,0.0
PROMUSDT,4.0,1.5,0.52,0,0.0,,0.0,0.0
SOLUSDT,1.5,1.0,0.36,2074,0.4147,0.6689474608047553,-0.2795,-568.37
SOLUSDT,1.5,1.0,0.4,1906,0.4239,0.6840178884883779,-0.2651,-491.44
SOLUSDT,1.5,1.0,0.44,699,0.4535,0.5806828707393653,-0.3805,-277.25
SOLUSDT,1.5,1.0,0.48,223,0.4619,0.4883088391746486,-0.6552,-138.46
SOLUSDT,1.5,1.0,0.52,75,0.4133,0.22943348130386865,-2.0909,-147.87
SOLUSDT,1.5,1.0,0.56,18,0.5556,0.24580358635732247,-1.9943,-38.08
SOLUSDT,2.0,1.0,0.36,866,0.4042,0.6822139351196392,-0.2989,-262.3
SOLUSDT,2.0,1.0,0.4,257,0.4163,0.46822113037747565,-0.6285,-181.74
SOLUSDT,2.0,1.0,0.44,83,0.4217,0.41723001212172806,-1.1686,-84.74
SOLUSDT,2.0,1.0,0.48,20,0.5,0.24169543323685322,-3.7645,-64.33
SOLUSDT,2.0,1.0,0.52,6,0.5,0.868751587867879,-0.215,-0.77
SOLUSDT,2.0,1.0,0.56,0,0.0,,0.0,0.0
SOLUSDT,2.0,1.5,0.36,1258,0.4491,0.7695211520996895,-0.2284,-306.55
SOLUSDT,2.0,1.5,0.4,1193,0.4434,0.7374454884309355,-0.2667,-336.7
SOLUSDT,2.0,1.5,0.44,748,0.4853,0.75384750190929,-0.2267,-192.32
SOLUSDT,2.0,1.5,0.48,249,0.5502,0.6907182288789321,-0.2993,-92.89
SOLUSDT,2.0,1.5,0.52,73,0.4658,0.45225359456981634,-1.0831,-70.0
SOLUSDT,2.0,1.5,0.56,20,0.5,0.2542322776061679,-2.4766,-44.99
SOLUSDT,2.5,1.0,0.36,740,0.3689,0.7267437519715668,-0.27,-211.58
SOLUSDT,2.5,1.0,0.4,234,0.3846,0.5218607585735947,-0.6128,-162.81
SOLUSDT,2.5,1.0,0.44,75,0.4267,0.44692644403412807,-1.3575,-91.09
SOLUSDT,2.5,1.0,0.48,20,0.45,0.29081763788095727,-3.92,-62.75
SOLUSDT,2.5,1.0,0.52,6,0.5,1.1271169165340822,0.0347,0.74
SOLUSDT,2.5,1.0,0.56,0,0.0,,0.0,0.0
SOLUSDT,3.0,1.0,0.36,24,0.5417,0.46730825816171123,-2.3948,-35.83
SOLUSDT,3.0,1.0,0.4,9,0.7778,0.4327863469933016,-3.1921,-27.45
SOLUSDT,3.0,1.0,0.44,3,0.6667,0.17790303203644148,-10.321,-25.15
SOLUSDT,3.0,1.0,0.48,1,1.0,,2.811,3.78
SOLUSDT,3.0,1.5,0.36,245,0.4367,0.7814662337157305,-0.3143,-70.89
SOLUSDT,3.0,1.5,0.4,87,0.5402,0.79636724655589,-0.2747,-25.9
SOLUSDT,3.0,1.5,0.44,27,0.5926,0.3069623293847295,-3.5416,-84.77
SOLUSDT,3.0,1.5,0.48,8,0.75,0.704518599890436,0.312,-5.75
SOLUSDT,3.0,1.5,0.52,3,1.0,,1.9632,6.01
SOLUSDT,3.0,1.5,0.56,1,1.0,,1.5513,2.26
SOLUSDT,4.0,1.5,0.36,22,0.5909,0.6841091380697275,-1.6358,-19.03
SOLUSDT,4.0,1.5,0.4,7,0.7143,0.32531918470097193,-4.1954,-32.65
SOLUSDT,4.0,1.5,0.44,3,1.0,,2.7306,8.39
SOLUSDT,4.0,1.5,0.48,1,1.0,,3.81,5.12
SUIUSDT,1.5,1.0,0.36,2094,0.4107,0.70261585823913,-0.2352,-608.44
SUIUSDT,1.5,1.0,0.4,1952,0.4134,0.6983045778357563,-0.2364,-569.11
SUIUSDT,1.5,1.0,0.44,682,0.4516,0.6249033616886277,-0.3556,-302.28
SUIUSDT,1.5,1.0,0.48,210,0.4714,0.47989414418812,-0.657,-180.01
SUIUSDT,1.5,1.0,0.52,68,0.5,0.49159093113848573,-1.2113,-68.59
SUIUSDT,1.5,1.0,0.56,21,0.6667,0.31852643738234443,-6.7554,-78.58
SUIUSDT,2.0,1.0,0.36,826,0.414,0.759395547081563,-0.2457,-231.66
SUIUSDT,2.0,1.0,0.4,245,0.4245,0.5447689837227957,-0.5794,-182.37
SUIUSDT,2.0,1.0,0.44,70,0.5,0.5010901968994209,-1.4811,-85.36
SUIUSDT,2.0,1.0,0.48,20,0.5,0.34414678575520824,-5.2055,-64.61
SUIUSDT,2.0,1.0,0.52,5,0.4,1.6897986316419984,-0.5688,7.03
SUIUSDT,2.0,1.0,0.56,2,0.5,3.7593139304154826,0.3786,2.07
SUIUSDT,2.0,1.5,0.36,1230,0.4504,0.8070108478805574,-0.1976,-291.9
SUIUSDT,2.0,1.5,0.4,1141,0.4557,0.8373303372282688,-0.1821,-224.42
SUIUSDT,2.0,1.5,0.44,681,0.4772,0.787639824252643,-0.2319,-180.55
SUIUSDT,2.0,1.5,0.48,221,0.4887,0.5556799591913753,-0.4966,-166.36
SUIUSDT,2.0,1.5,0.52,60,0.6,0.5040170922823736,-1.3476,-86.68
SUIUSDT,2.0,1.5,0.56,15,0.7333,0.4734354179996459,-5.6382,-35.47
SUIUSDT,2.5,1.0,0.36,708,0.3686,0.7867188895002644,-0.2372,-187.77
SUIUSDT,2.5,1.0,0.4,227,0.4097,0.6016215524835686,-0.5588,-162.12
SUIUSDT,2.5,1.0,0.44,63,0.5079,0.6177771808778395,-1.4654,-64.71
SUIUSDT,2.5,1.0,0.48,19,0.4737,0.40978540805175767,-5.354,-58.14
SUIUSDT,2.5,1.0,0.52,5,0.4,2.1243183213087207,-0.369,11.46
SUIUSDT,2.5,1.0,0.56,2,0.5,4.783521062273203,0.6284,2.84
SUIUSDT,3.0,1.0,0.36,22,0.4545,0.8970215452747741,-0.5681,-4.82
SUIUSDT,3.0,1.0,0.4,10,0.3,0.09245706680159205,-8.7889,-92.36
SUIUSDT,3.0,1.0,0.44,3,0.3333,0.4533707953447521,-1.3823,-5.36
SUIUSDT,3.0,1.0,0.48,1,1.0,,2.8324,4.35
SUIUSDT,3.0,1.5,0.36,199,0.4925,0.8660367750815219,-0.2233,-45.02
SUIUSDT,3.0,1.5,0.4,81,0.4815,0.6427080897456194,-0.8589,-66.77
SUIUSDT,3.0,1.5,0.44,19,0.4211,0.19904591458766416,-3.1125,-97.76
SUIUSDT,3.0,1.5,0.48,10,0.5,0.12565268094869042,-8.8082,-92.73
SUIUSDT,3.0,1.5,0.52,2,0.0,0.0,-1.8319,-5.15
SUIUSDT,3.0,1.5,0.56,1,1.0,,2.8324,4.35
SUIUSDT,4.0,1.5,0.36,16,0.5625,0.5799500193000744,-1.0377,-29.35
SUIUSDT,4.0,1.5,0.4,9,0.5556,0.1800792488795169,-8.3761,-80.19
SUIUSDT,4.0,1.5,0.44,2,0.5,6.099711366440559,1.2238,4.92
SUIUSDT,4.0,1.5,0.48,1,1.0,,3.8314,5.89
TAOUSDT,1.5,1.0,0.36,2092,0.3987,0.6962118346534732,-0.2463,-736.43
TAOUSDT,1.5,1.0,0.4,1911,0.3914,0.6643926774539706,-0.2746,-757.9
TAOUSDT,1.5,1.0,0.44,667,0.4093,0.5551168253852984,-0.4434,-457.18
TAOUSDT,1.5,1.0,0.48,165,0.4667,0.4452908432440367,-0.8185,-209.52
TAOUSDT,1.5,1.0,0.52,56,0.5357,0.39997738915163367,-1.0637,-111.68
TAOUSDT,1.5,1.0,0.56,17,0.4706,0.2760688620630851,-1.494,-43.46
TAOUSDT,2.0,1.0,0.36,762,0.3727,0.6288080760669885,-0.3615,-421.2
TAOUSDT,2.0,1.0,0.4,176,0.4148,0.5139398506549843,-0.67,-183.1
TAOUSDT,2.0,1.0,0.44,55,0.4727,0.25961564893082606,-1.5221,-169.0
TAOUSDT,2.0,1.0,0.48,16,0.5,0.33679791401507647,-3.8443,-52.06
TAOUSDT,2.0,1.0,0.52,6,0.5,0.16901777081547115,-7.8191,-36.38
TAOUSDT,2.0,1.0,0.56,3,0.3333,0.004547126045483437,-1.6725,-14.32
TAOUSDT,2.0,1.5,0.36,1217,0.4256,0.7517650504882222,-0.2645,-448.87
TAOUSDT,2.0,1.5,0.4,1092,0.4286,0.7571608719777801,-0.2587,-392.75
TAOUSDT,2.0,1.5,0.44,641,0.4509,0.6981534671872011,-0.3129,-302.66
TAOUSDT,2.0,1.5,0.48,167,0.4611,0.49515059093711056,-0.5774,-179.57
TAOUSDT,2.0,1.5,0.52,46,0.4783,0.24970243961274172,-2.2662,-185.32
TAOUSDT,2.0,1.5,0.56,11,0.4545,0.3484258621231913,-4.2677,-33.01
TAOUSDT,2.5,1.0,0.36,656,0.3582,0.7006286521663745,-0.3385,-319.4
TAOUSDT,2.5,1.0,0.4,168,0.3929,0.6536368864286257,-0.5376,-121.67
TAOUSDT,2.5,1.0,0.44,52,0.5,0.44697925186848003,-0.7145,-96.74
TAOUSDT,2.5,1.0,0.48,16,0.5,0.436898528564695,-3.5945,-44.2
TAOUSDT,2.5,1.0,0.52,6,0.5,0.20656999164826242,-7.6526,-34.74
TAOUSDT,2.5,1.0,0.56,3,0.3333,0.004547126045483437,-1.6725,-14.32
TAOUSDT,3.0,1.0,0.36,16,0.5,0.5207791124652574,-1.3931,-22.65
TAOUSDT,3.0,1.0,0.4,3,0.0,0.0,-16.0143,-34.13
TAOUSDT,3.0,1.0,0.44,2,0.0,0.0,-0.9014,-1.25
TAOUSDT,3.0,1.0,0.48,1,1.0,,0.1205,0.08
TAOUSDT,3.0,1.5,0.36,158,0.4304,0.7681369209180494,-0.2756,-67.31
TAOUSDT,3.0,1.5,0.4,53,0.566,0.44330851475733724,-1.232,-107.15
TAOUSDT,3.0,1.5,0.44,19,0.4737,0.3556259060536578,-1.929,-49.31
TAOUSDT,3.0,1.5,0.48,2,0.0,0.0,-17.909,-24.13
TAOUSDT,3.0,1.5,0.52,2,0.5,0.24032168756480426,-0.7841,-1.06
TAOUSDT,3.0,1.5,0.56,0,0.0,,0.0,0.0
TAOUSDT,4.0,1.5,0.36,14,0.5714,0.7209748941213829,-1.0323,-12.94
TAOUSDT,4.0,1.5,0.4,2,0.0,0.0,-24.4005,-32.47
TAOUSDT,4.0,1.5,0.44,2,0.5,0.2575408556982224,-0.7242,-0.97
TAOUSDT,4.0,1.5,0.48,0,0.0,,0.0,0.0
TRXUSDT,1.5,1.0,0.36,2132,0.3996,0.3135731057058358,-0.8655,-589.98
TRXUSDT,1.5,1.0,0.4,2003,0.3989,0.3092398078061109,-0.8728,-558.34
TRXUSDT,1.5,1.0,0.44,1446,0.3914,0.27190684352010164,-0.9782,-429.2
TRXUSDT,1.5,1.0,0.48,965,0.3824,0.22300686541963458,-1.1124,-307.79
TRXUSDT,1.5,1.0,0.52,629,0.3657,0.16727284527569816,-1.3717,-242.64
TRXUSDT,1.5,1.0,0.56,386,0.3472,0.12229039803259627,-1.5941,-172.03
TRXUSDT,2.0,1.0,0.36,1334,0.3643,0.36039067962888943,-0.9133,-379.52
TRXUSDT,2.0,1.0,0.4,912,0.3509,0.30686698004133706,-1.087,-288.99
TRXUSDT,2.0,1.0,0.44,589,0.3531,0.254963827771608,-1.3419,-222.53
TRXUSDT,2.0,1.0,0.48,380,0.3474,0.19287400705490548,-1.5901,-170.51
TRXUSDT,2.0,1.0,0.52,228,0.3333,0.1787990271641856,-1.797,-111.02
TRXUSDT,2.0,1.0,0.56,131,0.3588,0.16587736540735099,-2.0011,-71.25
TRXUSDT,2.0,1.5,0.36,1331,0.4478,0.44798546326517585,-0.8233,-349.66
TRXUSDT,2.0,1.5,0.4,1275,0.4353,0.4154932125788164,-0.8862,-364.81
TRXUSDT,2.0,1.5,0.44,1041,0.4294,0.3811948408232896,-0.9593,-312.14
TRXUSDT,2.0,1.5,0.48,781,0.4289,0.34042625921649283,-1.1274,-264.42
TRXUSDT,2.0,1.5,0.52,530,0.3962,0.2557344634252595,-1.3852,-211.02
TRXUSDT,2.0,1.5,0.56,322,0.3882,0.1861443334840132,-1.8869,-170.76
TRXUSDT,2.5,1.0,0.36,1153,0.3252,0.4125333135381588,-0.91,-320.52
TRXUSDT,2.5,1.0,0.4,793,0.3203,0.34896347164267166,-1.0954,-258.24
TRXUSDT,2.5,1.0,0.44,516,0.3198,0.30064861495425493,-1.3565,-199.14
TRXUSDT,2.5,1.0,0.48,325,0.3077,0.21233576332046908,-1.7554,-161.1
TRXUSDT,2.5,1.0,0.52,199,0.3166,0.20869508777471332,-1.8688,-101.84
TRXUSDT,2.5,1.0,0.56,121,0.3471,0.20099472562493684,-2.0831,-68.05
TRXUSDT,3.0,1.0,0.36,300,0.2833,0.26556427539687305,-1.5916,-132.06
TRXUSDT,3.0,1.0,0.4,187,0.2995,0.24802180189285714,-1.9029,-95.55
TRXUSDT,3.0,1.0,0.44,107,0.3271,0.21537774991329545,-2.1845,-67.07
TRXUSDT,3.0,1.0,0.48,56,0.3393,0.1637734583250517,-3.5323,-51.7
TRXUSDT,3.0,1.0,0.52,25,0.48,0.2983109870964153,-1.957,-13.6
TRXUSDT,3.0,1.0,0.56,6,0.1667,0.0608203615052175,-4.6473,-7.52
TRXUSDT,3.0,1.5,0.36,562,0.3363,0.3743424432040978,-1.2869,-217.48
TRXUSDT,3.0,1.5,0.4,367,0.3515,0.29922224750813614,-1.6547,-176.1
TRXUSDT,3.0,1.5,0.44,234,0.3291,0.28535860310215677,-1.8355,-117.79
TRXUSDT,3.0,1.5,0.48,152,0.3553,0.2554528214337907,-2.1981,-91.65
TRXUSDT,3.0,1.5,0.52,92,0.3913,0.255059059699621,-2.1588,-58.47
TRXUSDT,3.0,1.5,0.56,60,0.3667,0.14921470141282336,-3.8302,-65.67
TRXUSDT,4.0,1.5,0.36,221,0.3077,0.29514305346339886,-1.8951,-117.52
TRXUSDT,4.0,1.5,0.4,137,0.3212,0.29649111563632047,-2.1435,-83.03
TRXUSDT,4.0,1.5,0.44,79,0.3291,0.26551715385662433,-2.4266,-56.35
TRXUSDT,4.0,1.5,0.48,50,0.4,0.23955876778892493,-3.4539,-46.67
TRXUSDT,4.0,1.5,0.52,20,0.5,0.500824400149581,-1.4983,-8.18
TRXUSDT,4.0,1.5,0.56,7,0.4286,0.13298585183672618,-4.5257,-9.52
UNIUSDT,1.5,1.0,0.36,2049,0.4158,0.724063096737709,-0.2249,-594.99
UNIUSDT,1.5,1.0,0.4,1924,0.409,0.6897336174465977,-0.2543,-642.93
UNIUSDT,1.5,1.0,0.44,669,0.4365,0.5652409643981507,-0.3933,-383.48
UNIUSDT,1.5,1.0,0.48,188,0.4202,0.3079833624578262,-1.098,-335.0
UNIUSDT,1.5,1.0,0.52,62,0.3871,0.19584020009744693,-3.08,-245.21
UNIUSDT,1.5,1.0,0.56,19,0.5263,0.11362422803465849,-4.2969,-125.24
UNIUSDT,2.0,1.0,0.36,808,0.3861,0.6625945454492231,-0.3099,-353.76
UNIUSDT,2.0,1.0,0.4,213,0.3991,0.3910651156401873,-1.0133,-306.8
UNIUSDT,2.0,1.0,0.44,64,0.5,0.4298833248042137,-1.0768,-108.18
UNIUSDT,2.0,1.0,0.48,17,0.6471,0.30502660250897035,-2.1519,-74.29
UNIUSDT,2.0,1.0,0.52,8,0.5,0.5723674035150595,-0.1088,-7.86
UNIUSDT,2.0,1.0,0.56,3,0.6667,0.43033118898721784,0.186,-6.34
UNIUSDT,2.0,1.5,0.36,1257,0.428,0.7419678817883538,-0.2587,-448.8
UNIUSDT,2.0,1.5,0.4,1164,0.4338,0.7454203021990549,-0.2665,-409.3
UNIUSDT,2.0,1.5,0.44,674,0.4644,0.6798916194074467,-0.3236,-325.17
UNIUSDT,2.0,1.5,0.48,227,0.511,0.4982076160214661,-0.6677,-248.45
UNIUSDT,2.0,1.5,0.52,47,0.5319,0.30097943045944664,-1.87,-139.2
UNIUSDT,2.0,1.5,0.56,12,0.5,0.1922859295439224,-3.0364,-62.28
UNIUSDT,2.5,1.0,0.36,692,0.3497,0.6973418993881939,-0.3047,-289.8
UNIUSDT,2.5,1.0,0.4,203,0.3744,0.4191300613637469,-1.0006,-301.67
UNIUSDT,2.5,1.0,0.44,58,0.4828,0.379357592109661,-1.4001,-140.92
UNIUSDT,2.5,1.0,0.48,16,0.625,0.3656279227159518,-2.1084,-67.81
UNIUSDT,2.5,1.0,0.52,8,0.5,0.723261016679083,0.1409,-5.09
UNIUSDT,2.5,1.0,0.56,3,0.6667,0.5405850862439223,0.3525,-5.11
UNIUSDT,3.0,1.0,0.36,21,0.381,0.15338960508242117,-5.1973,-163.94
UNIUSDT,3.0,1.0,0.4,7,0.2857,0.19832425204002987,-1.8284,-27.22
UNIUSDT,3.0,1.0,0.44,4,0.5,1.0075085712813918,-0.0767,0.02
UNIUSDT,3.0,1.0,0.48,1,0.0,0.0,-7.4558,-5.61
UNIUSDT,3.0,1.0,0.52,0,0.0,,0.0,0.0
UNIUSDT,3.0,1.0,0.56,0,0.0,,0.0,0.0
UNIUSDT,3.0,1.5,0.36,178,0.5112,0.970710261698558,-0.0821,-8.98
UNIUSDT,3.0,1.5,0.4,72,0.5139,0.5397898378722117,-0.9787,-101.62
UNIUSDT,3.0,1.5,0.44,23,0.4783,0.2505036576803562,-3.3808,-130.52
UNIUSDT,3.0,1.5,0.48,6,0.6667,0.41203488638631575,0.0462,-15.95
UNIUSDT,3.0,1.5,0.52,3,0.6667,1.691229656432357,0.3617,1.18
UNIUSDT,3.0,1.5,0.56,2,0.5,0.14524245998146978,-3.2865,-4.85
UNIUSDT,4.0,1.5,0.36,21,0.381,0.23911893536314843,-4.5683,-140.32
UNIUSDT,4.0,1.5,0.4,6,0.5,0.37794692737541047,-1.071,-19.96
UNIUSDT,4.0,1.5,0.44,3,0.6667,1.9054054686432673,0.5604,1.78
UNIUSDT,4.0,1.5,0.48,1,0.0,0.0,-7.4558,-5.61
UNIUSDT,4.0,1.5,0.52,0,0.0,,0.0,0.0
UNIUSDT,4.0,1.5,0.56,0,0.0,,0.0,0.0
WLDUSDT,1.5,1.0,0.36,2071,0.422,0.8119208115457367,-0.1651,-474.91
WLDUSDT,1.5,1.0,0.4,1918,0.4223,0.7803813012346222,-0.1823,-521.96
WLDUSDT,1.5,1.0,0.44,680,0.4162,0.5962963820732692,-0.357,-466.31
